,label,count,start_date,end_date,activity_span,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
126,"Wightman, G.",6876,1946.0,2012.0,66.0,"Wightman, G.","Wightman, G.M.",0.927,1.0,http://www.wikidata.org/entity/Q26714546,Glenn M. Wightman,Wightman,G.M.,"Wightman, G.M.",,,,,20021396-1,Wightman,,,,,,,http://www.wikidata.org/wiki/Q26714546,,,https://www.ipni.org/a/20021396-1,,,
1061,"Trudgen, M.",830,1971.0,2015.0,44.0,"Trudgen, M.","Trudgen, M.E.",0.927,1.0,http://www.wikidata.org/entity/Q5990483,Malcolm Eric Trudgen,Trudgen,M.E.,"Trudgen, M.E.",,,,38372,27931-1,Trudgen,,,1951.0,,,,http://www.wikidata.org/wiki/Q5990483,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=38372,https://www.ipni.org/a/27931-1,,,
41,"Albrecht, D.",15556,1982.0,2019.0,37.0,"Albrecht, D.","Albrecht, D.E.",0.926,1.0,http://www.wikidata.org/entity/Q8354093,David Edward Albrecht,Albrecht,D.E.,"Albrecht, D.E.",,4256153184549027100009,,60179,14172-1,Albr.,,P005243b,1962.0,,,,http://www.wikidata.org/wiki/Q8354093,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=60179,https://www.ipni.org/a/14172-1,,http://www.eoas.info/biogs/P005243b,
790,"Coates, A.M.",1148,1982.0,2016.0,34.0,"Coates, A.M.","Coates, A.",0.926,1.0,http://www.wikidata.org/entity/Q4709949,Albert Coates,Coates,A.,"Coates, A.",,35710269,0000 0000 2104 4660,,,,,P005800b,1895.0,1977.0,,,http://www.wikidata.org/wiki/Q4709949,,,,,http://www.eoas.info/biogs/P005800b,http://adb.anu.edu.au/biography/coates-sir-albert-ernest-9772
954,"Aberdeen, J.E.",937,1950.0,1989.0,39.0,"Aberdeen, J.E.","Aberdeen, J.E.C.",0.926,1.0,http://www.wikidata.org/entity/Q5933214,John Errol Chandos Aberdeen,Aberdeen,J.E.C.,"Aberdeen, J.E.C.",,286365755,,61360,30615-1,Aberdeen,,,1913.0,1996.0,,,http://www.wikidata.org/wiki/Q5933214,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=61360,https://www.ipni.org/a/30615-1,,,
1054,"Johnstone, R.",831,1878.0,2014.0,136.0,"Johnstone, R.","Johnstone, R.A.",0.926,1.0,http://www.wikidata.org/entity/Q21537398,Robert Arthur Johnstone,Johnstone,R.A.,"Johnstone, R.A.",,92996579,,,,,,,1843.0,1905.0,,,http://www.wikidata.org/wiki/Q21537398,,,,,,http://adb.anu.edu.au/biography/johnstone-robert-arthur-3865
261,"Bruhl, J.J.",3883,1975.0,2018.0,43.0,"Bruhl, J.J.","Bruhl, J.",0.925,1.0,http://www.wikidata.org/entity/Q18719645,Jeremy Bruhl,Bruhl,J.,"Bruhl, J.",,288305141,0000 0003 9395 9386,97432.0,37489-1,J.J.Bruhl,,,1956.0,,,,http://www.wikidata.org/wiki/Q18719645,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=97432,https://www.ipni.org/a/37489-1,,,
435,"Clarkson, J.",2400,1972.0,2016.0,44.0,"Clarkson, J.","Clarkson, J.R.",0.925,1.0,http://www.wikidata.org/entity/Q21392436,John Richard Clarkson,Clarkson,J.R.,"Clarkson, J.R.",,,,93047,14650-1,J.R.Clarkson,,,1950.0,,,,http://www.wikidata.org/wiki/Q21392436,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=93047,https://www.ipni.org/a/14650-1,,,
823,"Horsfall, P.",1101,1991.0,2020.0,29.0,"Horsfall, P.","Horsfall, P.F.",0.925,1.0,http://www.wikidata.org/entity/Q26714692,P.F. Horsfall,Horsfall,P.F.,"Horsfall, P.F.",,,,,36747-1,P.F.Horsfall,,,,,,,http://www.wikidata.org/wiki/Q26714692,,,https://www.ipni.org/a/36747-1,,,
113,"Halford, D.",8079,1976.0,2016.0,40.0,"Halford, D.","Halford, D.A.",0.924,1.0,http://www.wikidata.org/entity/Q15711547,David A. Halford,Halford,D.A.,"Halford, D.A.",,,,77960,35901-1,Halford,,,,,,,http://www.wikidata.org/wiki/Q15711547,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=77960,https://www.ipni.org/a/35901-1,,,
192,"Tindale, M.D.",5076,1923.0,2010.0,87.0,"Tindale, M.D.","Tindale, M.",0.924,1.0,http://www.wikidata.org/entity/Q4815140,Mary Tindale,Tindale,M.,"Tindale, M.",,1718576,0000 0000 6383 0491,25164.0,10681-1,Tindale,,,1920.0,2011.0,,,http://www.wikidata.org/wiki/Q4815140,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25164,https://www.ipni.org/a/10681-1,,,
654,"Piggin, J.",1404,1971.0,2001.0,30.0,"Piggin, J.","Piggin, J.E.",0.924,1.0,http://www.wikidata.org/entity/Q36597055,Josephine E. Piggin,Piggin,J.E.,"Piggin, J.E.",,,,,20016555-1,J.E.Piggin,,,,,,,http://www.wikidata.org/wiki/Q36597055,,,https://www.ipni.org/a/20016555-1,,,
745,"Davies, S.J.J.",1245,1957.0,1979.0,22.0,"Davies, S.J.J.","Davies, S.J.",0.924,1.0,http://www.wikidata.org/entity/Q18984102,Stuart James Davies,Davies,S.J.,"Davies, S.J.",,,,,35820-1,S.J.Davies,,,1964.0,,,,http://www.wikidata.org/wiki/Q18984102,,,https://www.ipni.org/a/35820-1,,,
828,"Branwhite, P.",1091,1986.0,2005.0,19.0,"Branwhite, P.","Branwhite, B.",0.924,1.0,http://www.wikidata.org/entity/Q88811943,Boris Branwhite,Branwhite,B.,"Branwhite, B.",,,,,20044452-1,Branwhite,,,1945.0,,,,http://www.wikidata.org/wiki/Q88811943,,,https://www.ipni.org/a/20044452-1,,,
1079,"Davidson, D.",817,1925.0,1991.0,66.0,"Davidson, D.","Davidson, D.S.",0.924,1.0,http://www.wikidata.org/entity/Q21536658,Daniel Sutherland Davidson,Davidson,D.S.,"Davidson, D.S.",,52064727,0000 0000 8131 1206,,,,,P001012b,1900.0,1952.0,,,http://www.wikidata.org/wiki/Q21536658,,,,,http://www.eoas.info/biogs/P001012b,http://adb.anu.edu.au/biography/davidson-daniel-sutherland-5897
1096,"Blackwell, M.I.",800,1973.0,2000.0,27.0,"Blackwell, M.I.","Blackwell, M.",0.923,1.0,http://www.wikidata.org/entity/Q21337445,Meredith Blackwell,Blackwell,M.,"Blackwell, M.",,,,93251,16189-1,M.Blackw.,,,1940.0,,,,http://www.wikidata.org/wiki/Q21337445,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=93251,https://www.ipni.org/a/16189-1,,,
1155,"Nicholls, A.",752,1948.0,1977.0,29.0,"Nicholls, A.","Nicholls, A.G.",0.923,1.0,http://www.wikidata.org/entity/Q21340004,Aubrey Gordon Nicholls,Nicholls,A.G.,"Nicholls, A.G.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21340004,,,,,,
139,"Waterhouse, B.M.",6636,1980.0,2017.0,37.0,"Waterhouse, B.M.","Waterhouse, B.",0.922,1.0,http://www.wikidata.org/entity/Q2896275,Benjamin Waterhouse,Waterhouse,B.,"Waterhouse, B.",,72559378,0000 0000 8262 6138,60106.0,11429-1,Waterh.,,,1754.0,1846.0,,,http://www.wikidata.org/wiki/Q2896275,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=60106,https://www.ipni.org/a/11429-1,,,
592,"McKean, J.",1588,1903.0,2019.0,116.0,"McKean, J.","McKean, J.L.",0.922,1.0,http://www.wikidata.org/entity/Q22113346,John L. McKean,McKean,J.L.,"McKean, J.L.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22113346,,,,,,
968,"Whitelegge, T.W.",916,1844.0,1985.0,141.0,"Whitelegge, T.W.","Whitelegge, T.",0.922,1.0,http://www.wikidata.org/entity/Q21341001,Thomas Whitelegge,Whitelegge,T.,"Whitelegge, T.",,305803354,0000 0003 6687 3229,4815,28728-1,Whitel.,,P000894b,1850.0,1927.0,,,http://www.wikidata.org/wiki/Q21341001,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=4815,https://www.ipni.org/a/28728-1,,http://www.eoas.info/biogs/P000894b,http://adb.anu.edu.au/biography/whitelegge-thomas-9081
268,"Pickard, J.",3791,1961.0,1998.0,37.0,"Pickard, J.","Pickard, J.F.",0.921,1.0,http://www.wikidata.org/entity/Q21522982,Joseph Fry Pickard,Pickard,J.F.,"Pickard, J.F.",,,,34737,7670-1,Pickard,,,1876.0,1943.0,,,http://www.wikidata.org/wiki/Q21522982,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=34737,https://www.ipni.org/a/7670-1,,,
623,"Fensham, R.",1485,1982.0,2019.0,37.0,"Fensham, R.","Fensham, R.J.",0.921,1.0,http://www.wikidata.org/entity/Q26713354,R.J. Fensham,Fensham,R.J.,"Fensham, R.J.",,,,,39867-1,Fensham,,,,,,,http://www.wikidata.org/wiki/Q26713354,,,https://www.ipni.org/a/39867-1,,,
928,"Chapman, A.D.",957,1961.0,1989.0,28.0,"Chapman, A.D.","Chapman, A.",0.921,3.0,http://www.wikidata.org/entity/Q583918,Abel Chapman,Chapman,A.,"Chapman, A.",,43117468,0000 0000 8377 241X,,,,,,1851.0,1929.0,,,http://www.wikidata.org/wiki/Q583918,,,,,,
929,"Chapman, A.D.",957,1961.0,1989.0,28.0,"Chapman, A.D.","Chapman, A.",0.921,3.0,http://www.wikidata.org/entity/Q18983617,Alex Chapman,Chapman,A.,"Chapman, A.",,,,,38652-1,A.R.Chapm.,,,1959.0,,,,http://www.wikidata.org/wiki/Q18983617,,,https://www.ipni.org/a/38652-1,,,
930,"Chapman, A.D.",957,1961.0,1989.0,28.0,"Chapman, A.D.","Chapman, A.",0.921,3.0,http://www.wikidata.org/entity/Q4823024,Austin Chapman,Chapman,A.,"Chapman, A.",,,,,,,,,1864.0,1926.0,,,http://www.wikidata.org/wiki/Q4823024,,,,,,http://adb.anu.edu.au/biography/chapman-sir-austin-5554
571,"Costion, C.",1667,2008.0,2010.0,2.0,"Costion, C.","Costion, C.M.",0.92,1.0,http://www.wikidata.org/entity/Q22222729,Craig M. Costion,Costion,C.M.,"Costion, C.M.",,,,,20019484-1,Costion,,,,,,,http://www.wikidata.org/wiki/Q22222729,,,https://www.ipni.org/a/20019484-1,,,
347,"Griffin, E.A.",2955,1965.0,1993.0,28.0,"Griffin, E.A.","Griffin, E.",0.92,2.0,http://www.wikidata.org/entity/Q37151390,Emily Griffin,Griffin,E.,"Griffin, E.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q37151390,,,,,,
348,"Griffin, E.A.",2955,1965.0,1993.0,28.0,"Griffin, E.A.","Griffin, E.",0.92,2.0,http://www.wikidata.org/entity/Q59180229,Eryn Griffin,Griffin,E.,"Griffin, E.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q59180229,,,,,,
826,"Vickery, J.",1093,1886.0,1976.0,90.0,"Vickery, J.","Vickery, J.W.",0.919,1.0,http://www.wikidata.org/entity/Q6297664,Joyce Winifred Vickery,Vickery,J.W.,"Vickery, J.W.",,317277710,,27843.0,11165-1,Vickery,Q6297664,P002702b,1908.0,1979.0,,,http://www.wikidata.org/wiki/Q6297664,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=27843,https://www.ipni.org/a/11165-1,https://bloodhound-tracker.net/Q6297664,http://www.eoas.info/biogs/P002702b,http://adb.anu.edu.au/biography/vickery-joyce-winifred-11926
96,"Cribb, A.B.",9657,1926.0,2014.0,88.0,"Cribb, A.B.","Cribb, A.",0.918,1.0,http://www.wikidata.org/entity/Q21509505,Alan Cribb,Cribb,A.,"Cribb, A.",,43160488,0000 0000 8446 4611,,17517-1,Cribb,,,1925.0,,,,http://www.wikidata.org/wiki/Q21509505,,,https://www.ipni.org/a/17517-1,,,
98,"Russell-Smith, J.",9443,1979.0,2017.0,38.0,"Russell-Smith, J.","Russell-Smith, A.",0.918,1.0,http://www.wikidata.org/entity/Q21162742,Anthony Russell-Smith,Russell-Smith,A.,"Russell-Smith, A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21162742,,,,,,
773,"Kerrigan, R.",1196,1991.0,2017.0,26.0,"Kerrigan, R.","Kerrigan, R.A.",0.918,1.0,http://www.wikidata.org/entity/Q18986125,Raelee A. Kerrigan,Kerrigan,R.A.,"Kerrigan, R.A.",,,,,20019427-1,R.A.Kerrigan,,,,,,,http://www.wikidata.org/wiki/Q18986125,,,https://www.ipni.org/a/20019427-1,,,
854,"Pryor, L.D.",1054,1924.0,1997.0,73.0,"Pryor, L.D.","Pryor, L.",0.918,1.0,http://www.wikidata.org/entity/Q2886672,Lindsay Pryor,Pryor,L.,"Pryor, L.",,108522593,0000 0000 8290 9840,66837.0,8002-1,L.D.Pryor,,P003875b,1915.0,1998.0,,,http://www.wikidata.org/wiki/Q2886672,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66837,https://www.ipni.org/a/8002-1,,http://www.eoas.info/biogs/P003875b,
378,"Gilmour, P.",2727,1958.0,2006.0,48.0,"Gilmour, P.","Gilmour, P.M.",0.917,1.0,http://www.wikidata.org/entity/Q26713802,P.M. Gilmour,Gilmour,P.M.,"Gilmour, P.M.",,,,,19355-1,P.M.Gilmour,,,,,,,http://www.wikidata.org/wiki/Q26713802,,,https://www.ipni.org/a/19355-1,,,
716,"Catcheside, P.S. | Catcheside, D.E.A.",1287,1972.0,2009.0,37.0,"Catcheside, P.S. | Catcheside, D.E.A.","Catcheside, D.E.A.",0.917,1.0,http://www.wikidata.org/entity/Q88818036,David E.A. Catcheside,Catcheside,D.E.A.,"Catcheside, D.E.A.",,,,,20036264-1,D.E.A.Catches.,,,,,,,http://www.wikidata.org/wiki/Q88818036,,,https://www.ipni.org/a/20036264-1,,,
727,"Cumming, R.",1259,1975.0,2010.0,35.0,"Cumming, R.","Cumming, R.L.",0.917,1.0,http://www.wikidata.org/entity/Q21392962,Robyn L. Cumming,Cumming,R.L.,"Cumming, R.L.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21392962,,,,,,
782,"LeBreton, C.",1168,1975.0,1991.0,16.0,"LeBreton, C.","LeBreton, M.",0.917,1.0,http://www.wikidata.org/entity/Q21341238,Matthew LeBreton,LeBreton,M.,"LeBreton, M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21341238,,,,,,
1210,"Munir, A.",694,1964.0,1990.0,26.0,"Munir, A.","Munir, A.A.",0.917,1.0,http://www.wikidata.org/entity/Q21521892,Ahmad Abid Munir,Munir,A.A.,"Munir, A.A.",,,,,6780-1,Munir,,,1936.0,,,,http://www.wikidata.org/wiki/Q21521892,,,https://www.ipni.org/a/6780-1,,,
234,"Sinkora, D.",4274,1969.0,1993.0,24.0,"Sinkora, D.","Sinkora, D.M.",0.916,1.0,http://www.wikidata.org/entity/Q21608980,Doris Martha Sinkora,Sinkora,D.M.,"Sinkora, D.M.",,,,,30424-1,Sinkora,,,1927.0,,,,http://www.wikidata.org/wiki/Q21608980,,,https://www.ipni.org/a/30424-1,,,
254,"Jessup, L.W.",3978,1951.0,2017.0,66.0,"Jessup, L.W.","Jessup, L.",0.916,1.0,http://www.wikidata.org/entity/Q21517014,Laurence Jessup,Jessup,L.,"Jessup, L.",,,,,12450-1,Jessup,,,1947.0,,,,http://www.wikidata.org/wiki/Q21517014,,,https://www.ipni.org/a/12450-1,,,
655,"Bennett, M.",1403,1894.0,2018.0,124.0,"Bennett, M.","Bennett, M.A.",0.916,1.0,http://www.wikidata.org/entity/Q6774849,Martin A. Bennett,Bennett,M.A.,"Bennett, M.A.",,,,,,,,P004597b,,,,,http://www.wikidata.org/wiki/Q6774849,,,,,http://www.eoas.info/biogs/P004597b,
1088,"Obbens, F.",808,1993.0,2018.0,25.0,"Obbens, F.","Obbens, F.J.",0.916,1.0,http://www.wikidata.org/entity/Q21522309,Frank J. Obbens,Obbens,F.J.,"Obbens, F.J.",,,,,20009631-1,Obbens,,,1953.0,,,,http://www.wikidata.org/wiki/Q21522309,,,https://www.ipni.org/a/20009631-1,,,
409,"Robinson, A.C.",2585,1929.0,2016.0,87.0,"Robinson, A.C.","Robinson, A.",0.916,3.0,http://www.wikidata.org/entity/Q261718,Alastair Robinson,Robinson,A.,"Robinson, A.",,101445673,0000 0000 7202 2322,,20010621-2,A.S.Rob.,,,1980.0,,,,http://www.wikidata.org/wiki/Q261718,,,https://www.ipni.org/a/20010621-2,,,
410,"Robinson, A.C.",2585,1929.0,2016.0,87.0,"Robinson, A.C.","Robinson, A.",0.916,3.0,http://www.wikidata.org/entity/Q5686033,Anthony Robinson,Robinson,A.,"Robinson, A.",,,,,31431-1,A.Rob.,,,1700.0,1768.0,,,http://www.wikidata.org/wiki/Q5686033,,,https://www.ipni.org/a/31431-1,,,
411,"Robinson, A.C.",2585,1929.0,2016.0,87.0,"Robinson, A.C.","Robinson, A.",0.916,3.0,http://www.wikidata.org/entity/Q4800158,Arthur Robinson,Robinson,A.,"Robinson, A.",,92615633,,,,,,,1872.0,1945.0,,,http://www.wikidata.org/wiki/Q4800158,,,,,,http://adb.anu.edu.au/biography/robinson-sir-arthur-8241
24,"George, A.S.",21649,1898.0,2016.0,118.0,"George, A.S.","George, A.",0.915,1.0,http://www.wikidata.org/entity/Q2702267,Alex George,George,A.,"George, A.",,121789273,0000 0001 0803 529X,,3090-1,A.S.George,,,1939.0,,,,http://www.wikidata.org/wiki/Q2702267,,,https://www.ipni.org/a/3090-1,,,
363,"Floyd, A.G.",2810,1928.0,2009.0,81.0,"Floyd, A.G.","Floyd, A.",0.915,1.0,http://www.wikidata.org/entity/Q4718870,Alexander Floyd,Floyd,A.,"Floyd, A.",,81533700,0000 0003 7423 3344,,20000725-1,A.G.Floyd,,,1926.0,,,,http://www.wikidata.org/wiki/Q4718870,,,https://www.ipni.org/a/20000725-1,,,
455,"Gurgel, C.F.",2181,2007.0,2013.0,6.0,"Gurgel, C.F.","Gurgel, C.F.D.",0.915,1.0,http://www.wikidata.org/entity/Q21514415,Carlos Frederico Deluqui Gurgel,Gurgel,C.F.D.,"Gurgel, C.F.D.",0000-0002-7321-6115,,,65204,20012644-2,Gurgel,,,1973.0,,,,http://www.wikidata.org/wiki/Q21514415,https://orcid.org/0000-0002-7321-6115,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=65204,https://www.ipni.org/a/20012644-2,,,
811,"Thompson, S.",1119,1903.0,2019.0,116.0,"Thompson, S.","Thompson, S.A.",0.915,1.0,http://www.wikidata.org/entity/Q21610661,Sue A. Thompson,Thompson,S.A.,"Thompson, S.A.",,94802920,0000 0000 6740 7607,,20017154-1,S.A.Thomps.,,,1950.0,,,,http://www.wikidata.org/wiki/Q21610661,,,https://www.ipni.org/a/20017154-1,,,
883,"Bostock, P.D.",1024,1981.0,2014.0,33.0,"Bostock, P.D.","Bostock, P.",0.915,1.0,http://www.wikidata.org/entity/Q18983223,Peter Bostock,Bostock,P.,"Bostock, P.",,,,,14307-1,Bostock,,,1949.0,,,,http://www.wikidata.org/wiki/Q18983223,,,https://www.ipni.org/a/14307-1,,,
74,"Royce, R.D.",12035,1860.0,2000.0,140.0,"Royce, R.D.","Royce, R.",0.914,1.0,http://www.wikidata.org/entity/Q7349414,Robert Royce,Royce,R.,"Royce, R.",,,,,,,,P005678b,1914.0,2008.0,,,http://www.wikidata.org/wiki/Q7349414,,,,,http://www.eoas.info/biogs/P005678b,
399,"Kemp, J.",2648,1974.0,2019.0,45.0,"Kemp, J.","Kemp, J.F.",0.914,1.0,http://www.wikidata.org/entity/Q6134311,James Furman Kemp,Kemp,J.F.,"Kemp, J.F.",,29826835,0000 0001 2072 6843,21638.0,,,,,1859.0,1926.0,,,http://www.wikidata.org/wiki/Q6134311,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=21638,,,,
540,"Pulley, J.",1810,1956.0,1975.0,19.0,"Pulley, J.","Pulley, J.M.",0.914,1.0,http://www.wikidata.org/entity/Q26714002,Jean M. Pulley,Pulley,J.M.,"Pulley, J.M.",,,,72632,8020-1,Pulley,,,,,,,http://www.wikidata.org/wiki/Q26714002,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=72632,https://www.ipni.org/a/8020-1,,,
579,"Wollaston, E.",1660,1952.0,1986.0,34.0,"Wollaston, E.","Wollaston, E.M.",0.914,1.0,http://www.wikidata.org/entity/Q21612924,Elise Margaretta Wollaston,Wollaston,E.M.,"Wollaston, E.M.",,,,,31818-1,E.M.Woll.,,,1922.0,,,,http://www.wikidata.org/wiki/Q21612924,,,https://www.ipni.org/a/31818-1,,,
639,"McHard, M.",1430,1847.0,1895.0,48.0,"McHard, M.","McHard, M.A.",0.914,1.0,http://www.wikidata.org/entity/Q67954831,Mary Ann McHard,McHard,M.A.,"McHard, M.A.",,,,,,,,P006109b,1825.0,1912.0,,,http://www.wikidata.org/wiki/Q67954831,,,,,http://www.eoas.info/biogs/P006109b,
1128,"McMullan-Fisher, S.J.M.",774,1996.0,2019.0,23.0,"McMullan-Fisher, S.J.M.","McMullan-Fisher, S.(.M.).",0.913,1.0,http://www.wikidata.org/entity/Q88839750,Sapphire (J.M.) McMullan-Fisher,McMullan-Fisher,S.(.M.).,"McMullan-Fisher, S.(.M.).",,,,,20039039-1,McMull.-Fish.,,,,,,,http://www.wikidata.org/wiki/Q88839750,,,https://www.ipni.org/a/20039039-1,,,
16,"Coveny, R.G.",25486,1909.0,2018.0,109.0,"Coveny, R.G.","Coveny, R.",0.912,1.0,http://www.wikidata.org/entity/Q21537426,Robert Coveny,Coveny,R.,"Coveny, R.",,,,,,,,,1809.0,1878.0,,,http://www.wikidata.org/wiki/Q21537426,,,,,,http://adb.anu.edu.au/biography/coveny-robert-3271
116,"Specht, R.L.",7800,1939.0,1989.0,50.0,"Specht, R.L.","Specht, R.",0.912,1.0,http://www.wikidata.org/entity/Q3277170,Raymond Specht,Specht,R.,"Specht, R.",,27126714,0000 0001 0881 7822,,9954-1,Specht,,P001449b,1924.0,,,,http://www.wikidata.org/wiki/Q3277170,,,https://www.ipni.org/a/9954-1,,http://www.eoas.info/biogs/P001449b,
494,"Patrick, S.",1967,1983.0,2019.0,36.0,"Patrick, S.","Patrick, S.J.",0.912,1.0,http://www.wikidata.org/entity/Q19799695,Susan J. Patrick,Patrick,S.J.,"Patrick, S.J.",,,,,36074-1,S.J.Patrick,,,1944.0,,,,http://www.wikidata.org/wiki/Q19799695,,,https://www.ipni.org/a/36074-1,,,
864,"Robinson, C.",1048,1916.0,1999.0,83.0,"Robinson, C.","Robinson, C.M.",0.911,1.0,http://www.wikidata.org/entity/Q11318340,Charles Mulford Robinson,Robinson,C.M.,"Robinson, C.M.",,18308917,0000 0000 5543 3365,,,,,,1869.0,1917.0,,,http://www.wikidata.org/wiki/Q11318340,,,,,,
963,"Rutherford, S.",924,1963.0,2016.0,53.0,"Rutherford, S.","Rutherford, J.",0.911,1.0,http://www.wikidata.org/entity/Q6142568,James Rutherford,Rutherford,J.,"Rutherford, J.",,51597137,,,,,,P003917b,1827.0,1911.0,,,http://www.wikidata.org/wiki/Q6142568,,,,,http://www.eoas.info/biogs/P003917b,http://adb.anu.edu.au/biography/rutherford-james-886
743,"McDonald, T.J.",1248,1960.0,1986.0,26.0,"McDonald, T.J.","McDonald, T.",0.911,2.0,http://www.wikidata.org/entity/Q47122305,Tami McDonald,McDonald,T.,"McDonald, T.",,,,,20011277-1,T.McDonald,,,,,,,http://www.wikidata.org/wiki/Q47122305,,,https://www.ipni.org/a/20011277-1,,,
744,"McDonald, T.J.",1248,1960.0,1986.0,26.0,"McDonald, T.J.","McDonald, T.",0.911,2.0,http://www.wikidata.org/entity/Q7693504,Ted McDonald,McDonald,T.,"McDonald, T.",,,,,,,,,1891.0,1937.0,,,http://www.wikidata.org/wiki/Q7693504,,,,,,http://adb.anu.edu.au/biography/mcdonald-edgar-arthur-ted-7336
151,"Cunningham, G.M.",6298,1909.0,2018.0,109.0,"Cunningham, G.M.","Cunningham, G.H.",0.91,1.0,http://www.wikidata.org/entity/Q4212529,Gordon Herriot Cunningham,Cunningham,G.H.,"Cunningham, G.H.",,67074876,0000 0000 6319 7876,76500.0,17582-1,G.Cunn.,Q4212529,,1892.0,1962.0,,,http://www.wikidata.org/wiki/Q4212529,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76500,https://www.ipni.org/a/17582-1,https://bloodhound-tracker.net/Q4212529,,
425,"Andrews, G.",2490,1994.0,1994.0,0.0,"Andrews, G.","Andrews, G.W.",0.91,1.0,http://www.wikidata.org/entity/Q21505227,George W. Andrews,Andrews,G.W.,"Andrews, G.W.",,,,,32263-1,G.W.Andrews,,,1929.0,,,,http://www.wikidata.org/wiki/Q21505227,,,https://www.ipni.org/a/32263-1,,,
439,"Newbey, K.",2395,1961.0,1987.0,26.0,"Newbey, K.","Newbey, K.R.",0.91,1.0,http://www.wikidata.org/entity/Q6390524,Kenneth Raymond Newbey,Newbey,K.R.,"Newbey, K.R.",,75597859,0000 0000 6394 0471,,,,Q6390524,,1936.0,1988.0,,,http://www.wikidata.org/wiki/Q6390524,,,,https://bloodhound-tracker.net/Q6390524,,
619,"Harwood, R.",1500,1994.0,2006.0,12.0,"Harwood, R.","Harwood, R.K.",0.91,1.0,http://www.wikidata.org/entity/Q21388170,Robert Kevyn Harwood,Harwood,R.K.,"Harwood, R.K.",,,,109284,20005664-1,Harwood,,,1949.0,,,,http://www.wikidata.org/wiki/Q21388170,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=109284,https://www.ipni.org/a/20005664-1,,,
679,"Stewart, G.",1380,1945.0,2015.0,70.0,"Stewart, G.","Stewart, G.A.",0.91,1.0,http://www.wikidata.org/entity/Q21393132,Grace Anne Stewart,Stewart,G.A.,"Stewart, G.A.",,,,,,,,,1893.0,1970.0,,,http://www.wikidata.org/wiki/Q21393132,,,,,,
171,"Williams, L.D.",5583,1941.0,1997.0,56.0,"Williams, L.D.","Williams, L.",0.91,2.0,http://www.wikidata.org/entity/Q11165304,Llewelyn Williams,Williams,L.,"Williams, L.",,958155284800687060406,,2727.0,11704-1,Ll.Williams,,,1901.0,1984.0,,,http://www.wikidata.org/wiki/Q11165304,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2727,https://www.ipni.org/a/11704-1,,,
172,"Williams, L.D.",5583,1941.0,1997.0,56.0,"Williams, L.D.","Williams, L.",0.91,2.0,http://www.wikidata.org/entity/Q85428467,Lance Williams,Williams,L.,"Williams, L.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q85428467,,,,,,
306,"Blackall, W.E.",3278,1925.0,2012.0,87.0,"Blackall, W.E.","Blackall, W.",0.909,1.0,http://www.wikidata.org/entity/Q8005586,William Blackall,Blackall,W.,"Blackall, W.",,70261644,0000 0001 0985 0931,,,,,P000234b,1876.0,1941.0,,,http://www.wikidata.org/wiki/Q8005586,,,,,http://www.eoas.info/biogs/P000234b,http://adb.anu.edu.au/biography/blackall-william-edward-5255
