,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,full_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
395,17017,Roberts,J.F.,,233,1881.0,1886.0,"Roberts, J.F.","Roberts, J.F.","Roberts, J.",0.918,2.0,http://www.wikidata.org/entity/Q21607276,J. Roberts,Roberts,J.,"Roberts, J.",,,,25670,8443-1,J.Roberts,,,1912.0,1960.0,,,http://www.wikidata.org/wiki/Q21607276,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25670,https://www.ipni.org/a/8443-1,,,
491,7506,Gilmour,P.,,200,1958.0,2002.0,"Gilmour, P.","Gilmour, P.","Gilmour, P.M.",0.917,1.0,http://www.wikidata.org/entity/Q26713802,P.M. Gilmour,Gilmour,P.M.,"Gilmour, P.M.",,,,,19355-1,P.M.Gilmour,,,,,,,http://www.wikidata.org/wiki/Q26713802,,,https://www.ipni.org/a/19355-1,,,
353,12393,Macfarlane,K.,,255,1971.0,1996.0,"Macfarlane, K.","Macfarlane, K.","Macfarlane, S.",0.916,1.0,http://www.wikidata.org/entity/Q21537764,Samuel Macfarlane,Macfarlane,S.,"Macfarlane, S.",,19148389343010711240,,35674,,,,,1837.0,1911.0,,,http://www.wikidata.org/wiki/Q21537764,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35674,,,,http://adb.anu.edu.au/biography/macfarlane-samuel-4090
974,10305,Jessup,L.W.,Laurie,108,1978.0,2015.0,"Jessup, L.W.","Jessup, L.W.","Jessup, L.",0.916,1.0,http://www.wikidata.org/entity/Q21517014,Laurence Jessup,Jessup,L.,"Jessup, L.",,,,,12450-1,Jessup,,,1947.0,,,,http://www.wikidata.org/wiki/Q21517014,,,https://www.ipni.org/a/12450-1,,,
363,15064,Oakden,E.,,249,1850.0,1891.0,"Oakden, E.","Oakden, E.","Oakden, P.",0.916,2.0,http://www.wikidata.org/entity/Q24026220,Philip Oakden,Oakden,P.,"Oakden, P.",,,,,,,,,1784.0,1851.0,,,http://www.wikidata.org/wiki/Q24026220,,,,,,http://adb.anu.edu.au/biography/oakden-philip-2512
364,15064,Oakden,E.,,249,1850.0,1891.0,"Oakden, E.","Oakden, E.","Oakden, P.",0.916,2.0,http://www.wikidata.org/entity/Q24067864,Percy Oakden,Oakden,P.,"Oakden, P.",,96597623,,,,,,,1845.0,1917.0,,,http://www.wikidata.org/wiki/Q24067864,,,,,,http://adb.anu.edu.au/biography/oakden-percy-4311
656,12768,Marshall,A.H.,Howell,154,1979.0,2010.0,"Marshall, A.H.","Marshall, A.H.","Marshall, A.",0.916,2.0,http://www.wikidata.org/entity/Q47121923,A. Marshall,Marshall,A.,"Marshall, A.",,,,,34950-1,A.Marshall,,,,,,,http://www.wikidata.org/wiki/Q47121923,,,https://www.ipni.org/a/34950-1,,,
657,12768,Marshall,A.H.,Howell,154,1979.0,2010.0,"Marshall, A.H.","Marshall, A.H.","Marshall, A.",0.916,2.0,http://www.wikidata.org/entity/Q3564173,Alan Marshall,Marshall,A.,"Marshall, A.",,34460101,0000 0000 7973 1834,,,,,,1902.0,1984.0,1934.0,,http://www.wikidata.org/wiki/Q3564173,,,,,,http://adb.anu.edu.au/biography/marshall-alan-14935
1042,17063,Robinson,A.C.,,100,1975.0,2014.0,"Robinson, A.C.","Robinson, A.C.","Robinson, A.",0.916,3.0,http://www.wikidata.org/entity/Q261718,Alastair Robinson,Robinson,A.,"Robinson, A.",,101445673,0000 0000 7202 2322,,20010621-2,A.S.Rob.,,,1980.0,,,,http://www.wikidata.org/wiki/Q261718,,,https://www.ipni.org/a/20010621-2,,,
1043,17063,Robinson,A.C.,,100,1975.0,2014.0,"Robinson, A.C.","Robinson, A.C.","Robinson, A.",0.916,3.0,http://www.wikidata.org/entity/Q5686033,Anthony Robinson,Robinson,A.,"Robinson, A.",,,,,31431-1,A.Rob.,,,1700.0,1768.0,,,http://www.wikidata.org/wiki/Q5686033,,,https://www.ipni.org/a/31431-1,,,
1044,17063,Robinson,A.C.,,100,1975.0,2014.0,"Robinson, A.C.","Robinson, A.C.","Robinson, A.",0.916,3.0,http://www.wikidata.org/entity/Q4800158,Arthur Robinson,Robinson,A.,"Robinson, A.",,92615633,,,,,,,1872.0,1945.0,,,http://www.wikidata.org/wiki/Q4800158,,,,,,http://adb.anu.edu.au/biography/robinson-sir-arthur-8241
319,6625,Floyd,A.G.,,265,1948.0,1999.0,"Floyd, A.G.","Floyd, A.G.","Floyd, A.",0.915,1.0,http://www.wikidata.org/entity/Q4718870,Alexander Floyd,Floyd,A.,"Floyd, A.",,81533700,0000 0003 7423 3344,,20000725-1,A.G.Floyd,,,1926.0,,,,http://www.wikidata.org/wiki/Q4718870,,,https://www.ipni.org/a/20000725-1,,,
946,17377,Royce,R.D.,,112,1944.0,1972.0,"Royce, R.D.","Royce, R.D.","Royce, R.",0.914,1.0,http://www.wikidata.org/entity/Q7349414,Robert Royce,Royce,R.,"Royce, R.",,,,,,,,P005678b,1914.0,2008.0,,,http://www.wikidata.org/wiki/Q7349414,,,,,http://www.eoas.info/biogs/P005678b,
861,20095,Tisdall,H.T.N.,,122,1881.0,1903.0,"Tisdall, H.T.N.","Tisdall, H.T.N.","Tisdall, H.T.",0.913,1.0,http://www.wikidata.org/entity/Q21610771,Henry Thomas Tisdall,Tisdall,H.T.,"Tisdall, H.T.",,91380503,0000 0000 6583 3215,47645,20000518-1,Tisdall,,,1836.0,1905.0,,,http://www.wikidata.org/wiki/Q21610771,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=47645,https://www.ipni.org/a/20000518-1,,,http://adb.anu.edu.au/biography/tisdall-henry-thomas-9255
950,19764,Taylor,M.J.,,112,1983.0,1984.0,"Taylor, M.J.","Taylor, M.J.","Taylor, M.",0.912,2.0,http://www.wikidata.org/entity/Q22108039,Mike Taylor,Taylor,M.,"Taylor, M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22108039,,,,,,
951,19764,Taylor,M.J.,,112,1983.0,1984.0,"Taylor, M.J.","Taylor, M.J.","Taylor, M.",0.912,2.0,http://www.wikidata.org/entity/Q33695529,Margaret Taylor,Taylor,M.,"Taylor, M.",,,,,20017144-2,Marg.Taylor,,,,,,,http://www.wikidata.org/wiki/Q33695529,,,https://www.ipni.org/a/20017144-2,,,
571,2593,Brownlie,S.,,179,1969.0,1970.0,"Brownlie, S.","Brownlie, S.","Brownlie, G.",0.911,1.0,http://www.wikidata.org/entity/Q5575045,Garth Brownlie,Brownlie,G.,"Brownlie, G.",,1272767,0000 0001 2019 6846,64109.0,1202-1,Brownlie,,,1920.0,1986.0,,,http://www.wikidata.org/wiki/Q5575045,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=64109,https://www.ipni.org/a/1202-1,,,
169,16320,Purdie,A.,,344,1882.0,1895.0,"Purdie, A.","Purdie, A.","Purdie, A.W.",0.91,1.0,http://www.wikidata.org/entity/Q21606783,Andrew William Purdie,Purdie,A.W.,"Purdie, A.W.",,,,61743,14354-1,A.W.Purdie,,,1940.0,1989.0,,,http://www.wikidata.org/wiki/Q21606783,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=61743,https://www.ipni.org/a/14354-1,,,
754,14683,Newbey,K.,,138,1962.0,1987.0,"Newbey, K.","Newbey, K.","Newbey, K.R.",0.91,1.0,http://www.wikidata.org/entity/Q6390524,Kenneth Raymond Newbey,Newbey,K.R.,"Newbey, K.R.",,75597859,0000 0000 6394 0471,,,,Q6390524,,1936.0,1988.0,,,http://www.wikidata.org/wiki/Q6390524,,,,https://bloodhound-tracker.net/Q6390524,,
755,12395,MacFarlane,N.,,138,1968.0,2009.0,"MacFarlane, N.","MacFarlane, N.","Macfarlane, S.",0.91,1.0,http://www.wikidata.org/entity/Q21537764,Samuel Macfarlane,Macfarlane,S.,"Macfarlane, S.",,19148389343010711240,,35674,,,,,1837.0,1911.0,,,http://www.wikidata.org/wiki/Q21537764,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35674,,,,http://adb.anu.edu.au/biography/macfarlane-samuel-4090
808,19236,Stewart,G.,,129,1984.0,1985.0,"Stewart, G.","Stewart, G.","Stewart, G.A.",0.91,1.0,http://www.wikidata.org/entity/Q21393132,Grace Anne Stewart,Stewart,G.A.,"Stewart, G.A.",,,,,,,,,1893.0,1970.0,,,http://www.wikidata.org/wiki/Q21393132,,,,,,
843,12408,MacGowan,T.,,124,1890.0,1890.0,"MacGowan, T.","MacGowan, T.","MacGowan, I.",0.91,1.0,http://www.wikidata.org/entity/Q21395759,Iain MacGowan,MacGowan,I.,"MacGowan, I.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21395759,,,,,,
924,21827,Williams,L.D.,,115,1956.0,1984.0,"Williams, L.D.","Williams, L.D.","Williams, L.",0.91,2.0,http://www.wikidata.org/entity/Q11165304,Llewelyn Williams,Williams,L.,"Williams, L.",,958155284800687060406,,2727.0,11704-1,Ll.Williams,,,1901.0,1984.0,,,http://www.wikidata.org/wiki/Q11165304,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2727,https://www.ipni.org/a/11704-1,,,
925,21827,Williams,L.D.,,115,1956.0,1984.0,"Williams, L.D.","Williams, L.D.","Williams, L.",0.91,2.0,http://www.wikidata.org/entity/Q85428467,Lance Williams,Williams,L.,"Williams, L.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q85428467,,,,,,
523,6748,Forrest,M.E.,,192,1878.0,1893.0,"Forrest, M.E.","Forrest, M.E.","Forrest, M.",0.909,1.0,http://www.wikidata.org/entity/Q6721439,Mabel Forrest,Forrest,M.,"Forrest, M.",,92863681,0000 0000 6565 1876,,,,,,1872.0,1935.0,,,http://www.wikidata.org/wiki/Q6721439,,,,,,http://adb.anu.edu.au/biography/forrest-mabel-12922
530,15140,Oliver,J.,,191,1881.0,1884.0,"Oliver, J.","Oliver, J.","Oliver, J.A.",0.909,1.0,http://www.wikidata.org/entity/Q17496591,James Arthur Oliver,Oliver,J.A.,"Oliver, J.A.",,43310603,0000 0000 2496 3523,,,,,,1914.0,1981.0,,,http://www.wikidata.org/wiki/Q17496591,,,,,,
597,20049,Tilden,J.E.,Josephine,171,1909.0,1918.0,"Tilden, J.E.","Tilden, J.E.","Tilden, J.",0.909,1.0,http://www.wikidata.org/entity/Q20856036,Josephine Tilden,Tilden,J.,"Tilden, J.",,22502376,0000 0000 6312 8651,1406.0,10666-1,Tilden,Q20856036,,1869.0,1957.0,,,http://www.wikidata.org/wiki/Q20856036,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1406,https://www.ipni.org/a/10666-1,https://bloodhound-tracker.net/Q20856036,,
923,712,Babbage,B.H.,,115,1857.0,1871.0,"Babbage, B.H.","Babbage, B.H.","Babbage, B.",0.909,1.0,http://www.wikidata.org/entity/Q890220,Benjamin Babbage,Babbage,B.,"Babbage, B.",,144157921,,,,,,P000074b,1815.0,1878.0,,,http://www.wikidata.org/wiki/Q890220,,,,,http://www.eoas.info/biogs/P000074b,http://adb.anu.edu.au/biography/babbage-benjamin-herschel-1550
156,2582,Browne,J.S.,,352,1873.0,1891.0,"Browne, J.S.","Browne, J.S.","Browne, J.",0.909,2.0,http://www.wikidata.org/entity/Q6237980,John Browne,Browne,J.,"Browne, J.",,,,,,,,P001130b,1817.0,1904.0,,,http://www.wikidata.org/wiki/Q6237980,,,,,http://www.eoas.info/biogs/P001130b,http://adb.anu.edu.au/biography/browne-john-harris-3328
157,2582,Browne,J.S.,,352,1873.0,1891.0,"Browne, J.S.","Browne, J.S.","Browne, J.",0.909,2.0,http://www.wikidata.org/entity/Q20983243,Joseph Browne,Browne,J.,"Browne, J.",,,,,,,,,1876.0,1946.0,,,http://www.wikidata.org/wiki/Q20983243,,,,,,http://adb.anu.edu.au/biography/browne-joseph-alexander-9605
882,1848,Blakely,W.F.,,119,1893.0,1999.0,"Blakely, W.F.","Blakely, W.F.","Blakely, W.",0.908,1.0,http://www.wikidata.org/entity/Q8005619,William Blakely,Blakely,W.,"Blakely, W.",,94029453,0000 0000 6458 7649,2949,840-1,Blakely,,P005086b,1875.0,1941.0,,,http://www.wikidata.org/wiki/Q8005619,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2949,https://www.ipni.org/a/840-1,,http://www.eoas.info/biogs/P005086b,
724,352,Anderson,J.A.R.,,141,1882.0,1972.0,"Anderson, J.A.R.","Anderson, J.A.R.","Anderson, J.A.",0.907,1.0,http://www.wikidata.org/entity/Q22102490,Jennifer A. Anderson,Anderson,J.A.,"Anderson, J.A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22102490,,,,,,
265,13847,Minchin,J.,,293,1877.0,1896.0,"Minchin, J.","Minchin, J.","Minchin, A.",0.906,1.0,http://www.wikidata.org/entity/Q47122677,A. Minchin,Minchin,A.,"Minchin, A.",,,,77352,34604-1,Minchin,,,,,,,http://www.wikidata.org/wiki/Q47122677,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=77352,https://www.ipni.org/a/34604-1,,,
369,30289,Urquhart,A.S.,Andrew,246,2016.0,2018.0,"Urquhart, A.S.","Urquhart, A.S.","Urquhart, A.T.",0.906,1.0,http://www.wikidata.org/entity/Q2865361,Arthur T. Urquhart,Urquhart,A.T.,"Urquhart, A.T.",,,,,,,,,1839.0,1916.0,,,http://www.wikidata.org/wiki/Q2865361,,,,,,
804,12465,Maclaine,E.,,130,1883.0,1894.0,"Maclaine, E.","Maclaine, E.","Maclaine, J.",0.906,1.0,http://www.wikidata.org/entity/Q27189248,James Maclaine,Maclaine,J.,"Maclaine, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q27189248,,,,,,
958,18316,Shepherd,T.W.,,111,1879.0,1883.0,"Shepherd, T.W.","Shepherd, T.W.","Shepherd, T.",0.906,1.0,http://www.wikidata.org/entity/Q21608785,Thomas Shepherd,Shepherd,T.,"Shepherd, T.",,,,64384,9563-1,T.Sheph.,,,1779.0,1835.0,,,http://www.wikidata.org/wiki/Q21608785,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=64384,https://www.ipni.org/a/9563-1,,,
984,21328,Wege,J.A.,Juliet,107,1995.0,2015.0,"Wege, J.A.","Wege, J.A.","Wege, J.",0.905,1.0,http://www.wikidata.org/entity/Q4815151,Juliet Wege,Wege,J.,"Wege, J.",,46289000,0000 0000 4392 5282,,20002923-2,Wege,,,1971.0,,,,http://www.wikidata.org/wiki/Q4815151,,,https://www.ipni.org/a/20002923-2,,,
469,1374,Beesley,P.,,209,1982.0,1996.0,"Beesley, P.","Beesley, P.","Beesley, P.L.",0.904,1.0,http://www.wikidata.org/entity/Q26713587,P.L. Beesley,Beesley,P.L.,"Beesley, P.L.",,,,,20013786-2,Beesley,,,,,,,http://www.wikidata.org/wiki/Q26713587,,,https://www.ipni.org/a/20013786-2,,,
552,4779,Curnow,J.A.,,185,1984.0,2010.0,"Curnow, J.A.","Curnow, J.A.","Curnow, J.H.",0.904,1.0,http://www.wikidata.org/entity/Q21539525,James Henry Curnow,Curnow,J.H.,"Curnow, J.H.",,,,,,,,,1861.0,1932.0,,,http://www.wikidata.org/wiki/Q21539525,,,,,,http://adb.anu.edu.au/biography/curnow-james-henry-5850
569,9119,Hicks,A.J.,,180,1948.0,1984.0,"Hicks, A.J.","Hicks, A.J.","Hicks, A.",0.903,1.0,http://www.wikidata.org/entity/Q21503200,Andrew Hicks,Hicks,A.,"Hicks, A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21503200,,,,,,
271,2188,Bowman,E.,,292,1866.0,1891.0,"Bowman, E.","Bowman, E.","Bowman, J.",0.903,2.0,http://www.wikidata.org/entity/Q21539398,James Bowman,Bowman,J.,"Bowman, J.",,,,,,,,P002271b,1784.0,1846.0,,,http://www.wikidata.org/wiki/Q21539398,,,,,http://www.eoas.info/biogs/P002271b,http://adb.anu.edu.au/biography/bowman-james-1812
272,2188,Bowman,E.,,292,1866.0,1891.0,"Bowman, E.","Bowman, E.","Bowman, J.",0.903,2.0,http://www.wikidata.org/entity/Q21535249,John Bowman,Bowman,J.,"Bowman, J.",,,,,,,,,1763.0,1825.0,,,http://www.wikidata.org/wiki/Q21535249,,,,,,http://adb.anu.edu.au/biography/bowman-john-1813
783,27645,Jaques,T.,,134,2005.0,2014.0,"Jaques, T.","Jaques, T.","Jaques, T.J.",0.902,1.0,http://www.wikidata.org/entity/Q24225144,Theodore James Jaques,Jaques,T.J.,"Jaques, T.J.",,,,,,,,,1823.0,1893.0,,,http://www.wikidata.org/wiki/Q24225144,,,,,,http://adb.anu.edu.au/biography/jaques-theodore-james-3849
178,7993,Griffiths,Dr,,332,1881.0,1889.0,"Griffiths, Dr","Griffiths, Dr","Griffiths, D.",0.901,1.0,http://www.wikidata.org/entity/Q13218562,David Griffiths,Griffiths,D.,"Griffiths, D.",,78369639,0000 0000 4233 7374,759.0,3388-1,Griffiths,,,1867.0,1935.0,,,http://www.wikidata.org/wiki/Q13218562,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=759,https://www.ipni.org/a/3388-1,,,
581,26879,Salas,M.F. de,Miguel,176,2011.0,2016.0,"Salas, M.F. de","Salas, M.F. de","Salas, M.F.d.",0.901,1.0,http://www.wikidata.org/entity/Q59603761,Miguel F. de Salas,Salas,M.F.d.,"Salas, M.F.d.",,,,,20033552-1,de Salas,,,,,,,http://www.wikidata.org/wiki/Q59603761,,,https://www.ipni.org/a/20033552-1,,,
549,1011,Barnard,C.E.,Charles Edward,186,1875.0,1882.0,"Barnard, C.E.","Barnard, C.E.","Barnard, C.",0.901,2.0,http://www.wikidata.org/entity/Q52477995,Charles Barnard,Barnard,C.,"Barnard, C.",,64366278,0000 0000 2745 6455,,,,,,1838.0,1920.0,,,http://www.wikidata.org/wiki/Q52477995,,,,,,
550,1011,Barnard,C.E.,Charles Edward,186,1875.0,1882.0,"Barnard, C.E.","Barnard, C.E.","Barnard, C.",0.901,2.0,http://www.wikidata.org/entity/Q5128701,Claude Barnard,Barnard,C.,"Barnard, C.",,,,,,,,,1890.0,1957.0,,,http://www.wikidata.org/wiki/Q5128701,,,,,,http://adb.anu.edu.au/biography/barnard-herbert-claude-9436
557,7400,Gibbons,P.,Phil,183,1981.0,2003.0,"Gibbons, P.","Gibbons, P.","Gibbons, A.",0.901,2.0,http://www.wikidata.org/entity/Q22104141,Anne Gibbons,Gibbons,A.,"Gibbons, A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22104141,,,,,,
558,7400,Gibbons,P.,Phil,183,1981.0,2003.0,"Gibbons, P.","Gibbons, P.","Gibbons, A.",0.901,2.0,http://www.wikidata.org/entity/Q62995921,Alastair Gibbons,Gibbons,A.,"Gibbons, A.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q62995921,,,,,,
142,18806,Solander,D.C.,Daniel Carl,359,1768.0,1771.0,"Solander, D.C.","Solander, D.C.","Solander, D.",0.9,1.0,http://www.wikidata.org/entity/Q39789,Daniel Solander,Solander,D.,"Solander, D.",,14901383,0000 0000 8359 2136,12503.0,9870-1,Sol.,Q39789,P000790b,1733.0,1782.0,,,http://www.wikidata.org/wiki/Q39789,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12503,https://www.ipni.org/a/9870-1,https://bloodhound-tracker.net/Q39789,http://www.eoas.info/biogs/P000790b,http://adb.anu.edu.au/biography/solander-daniel-2677
625,9428,Hollrung,M.U.,Max (Udo),162,1886.0,1887.0,"Hollrung, M.U.","Hollrung, M.U.","Hollrung, M.",0.9,1.0,http://www.wikidata.org/entity/Q1585669,Max Hollrung,Hollrung,M.,"Hollrung, M.",,163750840,0000 0001 1238 7378,8525.0,29567-1,Hollrung,,,1858.0,1937.0,,,http://www.wikidata.org/wiki/Q1585669,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=8525,https://www.ipni.org/a/29567-1,,,
534,28970,Garnett,R.J.,Robin,189,2014.0,2018.0,"Garnett, R.J.","Garnett, R.J.","Garnett, R.",0.899,1.0,http://www.wikidata.org/entity/Q718512,Richard Garnett,Garnett,R.,"Garnett, R.",,56625067,0000 0001 0903 6438,,,,,,1835.0,1906.0,,,http://www.wikidata.org/wiki/Q718512,,,,,,
85,14323,Muir,J.R.,,392,1879.0,1879.0,"Muir, J.R.","Muir, J.R.","Muir, J.",0.899,3.0,http://www.wikidata.org/entity/Q379580,John Muir,Muir,J.,"Muir, J.",,68933311,0000 0001 2137 9847,24268.0,6757-1,J.Muir,Q379580,,1838.0,1914.0,,,http://www.wikidata.org/wiki/Q379580,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=24268,https://www.ipni.org/a/6757-1,https://bloodhound-tracker.net/Q379580,,
86,14323,Muir,J.R.,,392,1879.0,1879.0,"Muir, J.R.","Muir, J.R.","Muir, J.",0.899,3.0,http://www.wikidata.org/entity/Q1701160,John Muir,Muir,J.,"Muir, J.",,25755593,0000 0000 4321 0842,,20009120-1,John Muir,Q1701160,,1874.0,1947.0,,,http://www.wikidata.org/wiki/Q1701160,,,https://www.ipni.org/a/20009120-1,https://bloodhound-tracker.net/Q1701160,,
87,14323,Muir,J.R.,,392,1879.0,1879.0,"Muir, J.R.","Muir, J.R.","Muir, J.",0.899,3.0,http://www.wikidata.org/entity/Q64788212,Jock Muir,Muir,J.,"Muir, J.",,,,,,,,,1914.0,1995.0,,,http://www.wikidata.org/wiki/Q64788212,,,,,,http://adb.anu.edu.au/biography/muir-ernest-jack-jock-27598
906,3483,Chandler,C.,,117,1880.0,1989.0,"Chandler, C.","Chandler, C.","Chandler, C.R.",0.898,1.0,http://www.wikidata.org/entity/Q52362025,C. Ray Chandler,Chandler,C.R.,"Chandler, C.R.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q52362025,,,,,,
1031,9558,Hopper,S.D.,,102,1977.0,2005.0,"Hopper, S.D.","Hopper, S.D.","Hopper, S.",0.898,1.0,http://www.wikidata.org/entity/Q2082700,Stephen Hopper,Hopper,S.,"Hopper, S.",,57980273,0000 0000 6353 1897,29193.0,12178-1,Hopper,,P005246b,1951.0,,,,http://www.wikidata.org/wiki/Q2082700,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=29193,https://www.ipni.org/a/12178-1,,http://www.eoas.info/biogs/P005246b,
586,4813,Curtis,H.,,174,1931.0,2009.0,"Curtis, H.","Curtis, H.","Curtis, H.A.",0.897,1.0,http://www.wikidata.org/entity/Q21538748,Harry Arthur Curtis,Curtis,H.A.,"Curtis, H.A.",,,,,,,,,1882.0,1933.0,,,http://www.wikidata.org/wiki/Q21538748,,,,,,http://adb.anu.edu.au/biography/curtis-harry-arthur-12876
648,14838,Noble,M.G.,,155,1977.0,1984.0,"Noble, M.G.","Noble, M.G.","Noble, M.",0.897,2.0,http://www.wikidata.org/entity/Q47123529,Mary Noble,Noble,M.,"Noble, M.",,,,11721,24123-1,Noble,,,,,,,http://www.wikidata.org/wiki/Q47123529,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11721,https://www.ipni.org/a/24123-1,,,
649,14838,Noble,M.G.,,155,1977.0,1984.0,"Noble, M.G.","Noble, M.G.","Noble, M.",0.897,2.0,http://www.wikidata.org/entity/Q3323188,Monty Noble,Noble,M.,"Noble, M.",,,,,,,,,1873.0,1940.0,,,http://www.wikidata.org/wiki/Q3323188,,,,,,http://adb.anu.edu.au/biography/noble-montague-alfred-monty-7854
560,1162,Bateman,W.,,183,1950.0,1963.0,"Bateman, W.","Bateman, W.","Bateman, J.",0.896,2.0,http://www.wikidata.org/entity/Q2616501,James Bateman,Bateman,J.,"Bateman, J.",,28576259,0000 0000 7368 8150,805.0,537-1,Bateman,,,1811.0,1897.0,,,http://www.wikidata.org/wiki/Q2616501,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=805,https://www.ipni.org/a/537-1,,,
561,1162,Bateman,W.,,183,1950.0,1963.0,"Bateman, W.","Bateman, W.","Bateman, J.",0.896,2.0,http://www.wikidata.org/entity/Q16066240,John Bateman,Bateman,J.,"Bateman, J.",,,,,,,,,1789.0,1855.0,,,http://www.wikidata.org/wiki/Q16066240,,,,,,http://adb.anu.edu.au/biography/bateman-john-1750
23,21416,Welwitsch,F.M.J.,,457,1836.0,1958.0,"Welwitsch, F.M.J.","Welwitsch, F.M.J.","Welwitsch, F.",0.895,1.0,http://www.wikidata.org/entity/Q78609,Friedrich Welwitsch,Welwitsch,F.,"Welwitsch, F.",,7509921,0000 0000 6650 9759,950.0,11540-1,Welw.,Q78609,,1806.0,1872.0,,,http://www.wikidata.org/wiki/Q78609,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=950,https://www.ipni.org/a/11540-1,https://bloodhound-tracker.net/Q78609,,
662,7307,Geddes,A.,,154,1980.0,1990.0,"Geddes, A.","Geddes, A.","Geddes, G.",0.895,1.0,http://www.wikidata.org/entity/Q5539653,George Geddes,Geddes,G.,"Geddes, G.",,182153411774341700008,,,,,,,1809.0,1883.0,,,http://www.wikidata.org/wiki/Q5539653,,,,,,
790,20123,Togashi,M.,,132,1952.0,1986.0,"Togashi, M.","Togashi, M.","Togashi, K.",0.895,1.0,http://www.wikidata.org/entity/Q21610822,Kogo Togashi,Togashi,K.,"Togashi, K.",,254361893,,64040,10712-1,Togashi,,,1895.0,1952.0,,,http://www.wikidata.org/wiki/Q21610822,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=64040,https://www.ipni.org/a/10712-1,,,
1009,7643,Goodall,D.W.,,104,1950.0,1999.0,"Goodall, D.W.","Goodall, D.W.","Goodall, D.",0.895,1.0,http://www.wikidata.org/entity/Q5240703,David Goodall,Goodall,D.,"Goodall, D.",,29593983,0000 0001 0883 3849,,,,,P004621b,1914.0,2018.0,,,http://www.wikidata.org/wiki/Q5240703,,,,,http://www.eoas.info/biogs/P004621b,
1036,20398,Turner,J.D.,,101,1970.0,1985.0,"Turner, J.D.","Turner, J.D.","Turner, J.",0.895,1.0,http://www.wikidata.org/entity/Q6144480,James Turner,Turner,J.,"Turner, J.",,,,,,,,,1829.0,1893.0,,,http://www.wikidata.org/wiki/Q6144480,,,,,,http://adb.anu.edu.au/biography/turner-james-francis-4761
311,9465,Holtze,M.,,270,1880.0,1897.0,"Holtze, M.","Holtze, M.","Holtze, M.W.",0.893,1.0,http://www.wikidata.org/entity/Q6793541,Maurice William Holtze,Holtze,M.W.,"Holtze, M.W.",,28720157,0000 0000 6322 108X,11267,20034239-1,M.Holtze,,P001101b,1840.0,1923.0,,,http://www.wikidata.org/wiki/Q6793541,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11267,https://www.ipni.org/a/20034239-1,,http://www.eoas.info/biogs/P001101b,http://adb.anu.edu.au/biography/holtze-maurice-william-6720
626,3670,Christensen,T.J.,,162,1964.0,1995.0,"Christensen, T.J.","Christensen, T.J.","Christensen, T.A.",0.893,1.0,http://www.wikidata.org/entity/Q3545999,Tyge Ahrengot Christensen,Christensen,T.A.,"Christensen, T.A.",,52474092,0000 0000 6319 0789,,17235-1,T.A.Chr.,,,1918.0,1996.0,,,http://www.wikidata.org/wiki/Q3545999,,,https://www.ipni.org/a/17235-1,,,
